from type \ to type,5-HTPMPV03,AOTU053,AOTU065,AVLP151,AVLP534,Am1,C2,C3,CB0472,CB0566,CB0592,CB0816,CB3089,CB3790,CL104,CT1,DCH,DN1-l,DN1a,DNc01,DNc02,DNg33,DNp11,DNp27,DNp30,Dm1,Dm10,Dm11,Dm12,Dm13,Dm14,Dm15,Dm16,Dm17,Dm18,Dm19,Dm2,Dm20,Dm3p,Dm3q,Dm3v,Dm4,Dm6,Dm8a,Dm8b,Dm9,DmDRA1,DmDRA2,H1,H2,HSE,HSN,HSS,L1,L2,L3,L4,L5,LAL047,LC10a,LC10b,LC10c,LC10d,LC10e,LC10f,LC11,LC12,LC13,LC14a1,LC14a2,LC14b,LC15,LC16,LC17,LC18,LC19,LC20a,LC20b,LC21,LC22,LC24,LC25,LC26,LC27,LC28a,LC29,LC31a,LC31b,LC31c,LC33a,LC34,LC35,LC36,LC37a,LC39,LC4,LC40,LC41,LC43,LC44,LC45,LC46,LC6,LC9,LCe01,LCe01a,LCe01b,LCe02,LCe03,LCe04,LCe05,LCe06,LCe07,LCe08,LCe09,LHPV2i2a,LLPC1,LLPC2,LLPC3,LLPC4,LLPt,LMTe01,LMa1,LMa2,LMa3,LMa4,LMa5,LMt1,LMt2,LMt3,LMt4,LNda,LPC1,LPC2,LPLC1,LPLC2,LPLC4,LPT04_HST,LPT21,LPT22,LPT23,LPT26,LPT27,LPT28,LPT29,LPT30,LPT31,LPT42_Nod4,LPT45_dCal1,LPT47_vCal2,LPT48_vCal3,LPT49,LPT50,LPT51,LPT52,LPT53,LPT54,LPT57,LPT58,LPTe01,LPTe02,LPi01,LPi02,LPi03,LPi04,LPi05,LPi06,LPi07,LPi08,LPi09,LPi10,LPi11,LPi12,LPi13,LPi14,LPi15,LT11,LT1a,LT1b,LT1c,LT1d,LT33,LT34,LT36,LT37,LT38,LT39,LT40,LT41,LT42,LT43,LT47,LT51,LT52,LT53,LT55,LT56,LT57,LT58,LT59,LT60,LT61a,LT61b,LT62,LT63,LT64,LT65,LT66,LT67,LT68,LT69,LT70,LT72,LT73,LT74,LT75,LT76,LT77,LT78,LT79,LT80,LT81,LT82a,LT83,LT84,LT85,LT86,LT87,LTe01,LTe02,LTe03,LTe04,LTe05,LTe06,LTe07,LTe08,LTe09,LTe10,LTe11,LTe12,LTe13,LTe14,LTe15,LTe16,LTe17,LTe18,LTe19,LTe20,LTe21,LTe22,LTe23,LTe24,LTe25,LTe26,LTe27,LTe28,LTe29,LTe30,LTe31,LTe32,LTe33,LTe35,LTe36,LTe37,LTe38a,LTe38b,LTe38c,LTe40,LTe41,LTe42a,LTe42b,LTe42c,LTe43,LTe44,LTe45,LTe46,LTe47,LTe48,LTe49a,LTe49b,LTe49c,LTe49d,LTe49e,LTe49f,LTe50,LTe51,LTe52,LTe53,LTe54,LTe55,LTe56,LTe57,LTe58,LTe59,LTe60,LTe61,LTe62,LTe63,LTe64,LTe65,LTe66,LTe67,LTe68,LTe69,LTe70,LTe71,LTe72,LTe73,LTe74,LTe75,LTe76,Lai,Lat,Lawf1,Lawf2,Li01,Li02,Li03,Li04,Li05,Li06,Li07,Li08,Li09,Li10,Li11,Li12,Li13,Li14,Li15,Li16,Li17,Li18,Li19,Li20,Li21,Li22,Li23,Li24,Li25,Li26,Li27,Li28,Li29,Li30,Li31,Li32,Li33,MC65,MLt1,MLt2,MLt3,MLt4,MLt5,MLt6,MLt7,MLt8,MTe01a,MTe01b,MTe02,MTe03,MTe04,MTe05,MTe06,MTe07,MTe08,MTe09,MTe10,MTe11,MTe12,MTe13,MTe14,MTe15,MTe16,MTe17,MTe18,MTe19,MTe20,MTe21,MTe22,MTe23,MTe24,MTe25,MTe26,MTe27,MTe28,MTe29,MTe30,MTe31,MTe32,MTe33,MTe34,MTe35,MTe36,MTe37,MTe38,MTe39,MTe40,MTe41,MTe42,MTe43,MTe44,MTe45,MTe46,MTe47,MTe48,MTe49,MTe50,MTe51,MTe52,MTe53,MTe54,MeLp1,MeLp2,MeMe_e01,MeMe_e02,MeMe_e03,MeMe_e04,MeMe_e05,MeMe_e06,MeMe_e07,MeMe_e08,MeMe_e09,MeMe_e10,MeTu1,MeTu2a,MeTu2b,MeTu3a,MeTu3b,MeTu3c,MeTu4a,MeTu4b,MeTu4c,MeTu4d,Mi1,Mi10,Mi13,Mi14,Mi15,Mi2,Mi4,Mi9,Nod1,Nod2,Nod3,Nod5,OA-AL2b1,OA-AL2b2,OA-AL2i1,OA-AL2i2,OA-AL2i3,OA-AL2i4,OA-ASM1,PDt,PLP051,PLP068,PLP215,PLP251,Pm01,Pm02,Pm03,Pm04,Pm05,Pm06,Pm07,Pm08,Pm09,Pm10,Pm11,Pm12,Pm13,Pm14,R1-6,R7,R8,Sm01,Sm02,Sm03,Sm04,Sm05,Sm06,Sm07,Sm08,Sm09,Sm10,Sm11,Sm12,Sm13,Sm14,Sm15,Sm16,Sm17,Sm18,Sm19,Sm20,Sm21,Sm22,Sm23,Sm24,Sm25,Sm26,Sm27,Sm28,Sm29,Sm30,Sm31,Sm32,Sm33,Sm34,Sm35,Sm36,Sm37,Sm38,Sm39,Sm40,Sm41,Sm42,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tlp1,Tlp14,Tlp4,Tlp5,Tm1,Tm16,Tm2,Tm20,Tm21,Tm25,Tm27,Tm3,Tm31,Tm32,Tm33,Tm34,Tm35,Tm36,Tm37,Tm4,Tm5a,Tm5b,Tm5c,Tm5d,Tm5e,Tm5f,Tm7,Tm8a,Tm8b,Tm9,TmY10,TmY11,TmY14,TmY15,TmY16,TmY20,TmY3,TmY31,TmY4,TmY5a,TmY9q,TmY9q⊥,VCH,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VST1,VST2,VSm,Y1,Y11,Y12,Y3,Y4,aMe1,aMe10,aMe12,aMe13,aMe15,aMe17a1,aMe17a2,aMe17b,aMe17c,aMe19a,aMe19b,aMe20,aMe22,aMe25,aMe26,aMe3,aMe4,aMe5,aMe6a,aMe8,aMe9,cL01,cL02a,cL02b,cL02c,cL02d,cL03,cL04,cL05,cL06,cL07,cL08,cL09,cL10,cL11,cL12,cL13,cL14,cL15,cL16,cL17,cL18,cL19,cL20,cL21,cL22a,cL22b,cL22c,cLLP02,cLLPM01,cLLPM02,cLM01,cLP01,cLP02,cLP03,cLP04,cLP05,cLPL01,cM01a,cM01b,cM01c,cM02a,cM02b,cM03,cM04,cM05,cM07,cM08a,cM08b,cM08c,cM09,cM10,cM12,cM13,cM14,cM15,cM16,cM17,cM18,cM19,cML01,cML02,cMLLP01,cMLLP02,l-LNv,mALC3,mALC4,mALC5,mALC6,mALD1,mALD2,s-LNva,vCal1
Sm36,,,,,8,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,,,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,8,18,,,14,15,13,6,,,,,6,,,,4,,,2,,,,,,,27,6,,6,,,6,,9,,136,109,,42,,,,,,,,,,,,15,,24,2,157,,2,2,,,,,,,,,,,23,,2,,,,,2,188,,4,,2,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,73,,,,,,,,,8,,,,18,198,2,,,2,13,9,11,4,6,,50,,2,,,,,,8,28,,,,,42,3,,,936,4,,14,12,9,,,,1125,39,5,,7,56,,,,,,,,,,,,,,,,,34,,,76,,252,35,45,2,42,21,250,,142,35,4,614,113,706,21,75,361,,15,,9,,,,,2,33,64,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,2,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,2,,2,3,,,,,,,,,,,,,,,,,
Sm37,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,,23,9,,2,2,,,,,,,,,,,,,,,23,,,,2,,,,,,2,6,,2,,,,,7,,,,,,,,,,,,3,,11,,,,,,,20,13,,,2,,,,5,707,,,,,2,,,,3,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,118,96,,,,,,,4,3,5,6,,,,,2,,,,2,7,2,3,,,,7,8,,,,,2,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,19,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,3,,,,,,,,,,,,,,,,,,,,
Sm38,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,65,623,,2,,,,,,,53,,,,,,,7,,101,,,,2,4,,,,7,164,3,,,,,,2,7,,,,,,,,,,,,,,,,,,,,3,280,182,58,40,,,,,,2798,21,2,22,,17,5,,,,,,,,2,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2,13,2,3,183,37,119,,,,86,,4,19,40,21,74,2,,4,,5,,9,2,,5,,7,,4,2,,,,6,13,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,3,,,,,,4,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Sm39,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,9,71,,,,2,4,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,,,5,,4,23,,,,,3,,,,3306,3,,,,,,,,2,,,16,,,4,,,,,,,,,,,,,,,,,,,,,,,13,,,2,,3,,,4,,2,,,,,126,,,,,,8,,,,,,,8,,,,,,,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,7,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,150,,,,,,,,,,,,,,8,,,,,,,,
Sm40,8,,,,,,,,,16,,6,,,,,,,,,,,,,,,,55,4,,,,,,,,20,6,,,,12,,175,459,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,9,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,6,64,,,113,374,31,60,4,4,9,,2,3,5,,29,,16,,,,2,67,,,3,4,,9,,,,21,10,4,52,64,,34,,,4,,19,,2,,,,,,,28,8,142,,2,77,,,,,50,,93,5,,,4,,49,,,,25,76,5,2,2,6,4,4,2,,7,,85,,,,,,,,4,,,2,28,,,,,,,,,,297,,,,,4,,,,30,,,,14,8,4,42,2,1006,24,13,66,33,,2,141,,15,,2,6,22,19,46,13,,6,7,9,686,,,38,319,,,16,50,814,,,,106,699,1030,,19,55,,,,,,,,,,,,,,,2,,9,4,,50,,20,42,38,7,173,395,233,2,167,182,89,1015,950,698,31,90,317,,,,9,2,,,2,15,18,253,14,,,,,,,,,,,,,,,,6,,,,4,18,,,,44,15,,13,14,,,6,,,,113,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,33,,,6,,,,,,,,,,,,,,,,,,,,,
Sm41,5,,,,5,,,,,4,,40,,,,,,,,,,,,,,,,,2,,,,,,,,244,22,,,,,,5,4,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,11,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,119,,7,24,45,10,2,29,38,162,,6,82,21,2,7,2,,,12,4,25,,,,,,,,11,121,,21,3,,89,9,4,21,6,15,3,31,,,18,,20,,,,,,,,,,27,49,20,2,168,,,68,408,57,20,24,,,2,,12,521,,2,149,578,210,87,,6,6,,6,,4,,2,,,,,,,,,,,,5,,,,,,,,,,,4,,,,2,301,,,6,33,,2,,6,4,2,4,,55,49,24,50,6,,4,40,4,49,11,92,12,2,2,4,4,2,,123,,14,,2,25,22,35,2,8,18,20,4,9,13,55,,32,,,32,,,,,,,,,,,,,,2,,,,,19,2,2,4,38,207,3,2,,18,7,169,397,10,21,13,15,1753,438,231,,46,6,,,39,,,289,,930,,,,,,,,,,,,,,,,,,,,,12,,,,38,3,7,9,14,5,,,6,3,,,219,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,76,,,,,,,,,,,,,,,,,,,,,,,,
Sm42,20,,,,,,37,,,5,18,16,,,,,,,,,,,,,,,15,,,,,,,,,,34,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,4,9,26,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,259,537,,9,741,105,43,21,1515,27,375,294,122,24,3,,277,60,46,31,2,78,6,45,38,3,12,,,,,14,4,72,6,,9,9,5,,14,27,19,24,,32,9,3,,20,44,6,,63,6,19,,5,315,373,14,9,29,,,19,10,16,,27,29,6,4,2,2,140,,,2,,2,753,127,27,,,2,12,19,186,11,11,4,,,,,,,,4,,26,18,171,,,,,,,2,,1733,,4,2,,18,,,38,67,,,,77,8,17,673,324,66,2664,562,96,41,84,89,430,22,8,75,2,202,5,,28,54,4,45,5,,15,,78,77,28,32,10,112,10,14,2,,2,28,1482,,,3,7,4,,,,,,,,,,,4,,,12,5,11,2,2,6,,113,1371,66,340,2395,9,41,,7,5,58,8,34,24,35,54,19,,8,4,7,20,66,2,113,1903,7,40,,17,,,,,,,,,,,,,15,,,3,3,,,,,,11,6,,,,,,,5,2,,,181,9,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,3,8,,13,,6,,18,13,14,26,66,3,5,,,4,,,,,,,,,,
T1,,,,,,,,40,,,,,,,,,,,,,,,,,,2,,,,,,82,,40,,105,,,,,,,172,,,42,,,,,,,,11,2443,32,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,2,4,,2,14,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,813,,688,439,3,4,,2,,,,,,,,214,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2,,,,,,9,8,54,,,8,,,,,4,,,,,,2,83,,12,34,2,,2,4,4,6,26,2,48,,8,64,8,18,2,,4,,,,,,,,,,,,11,,8,49,,2,,,,,,10828,6108,78,1107,,100,18,,138,12693,,,,2857,,,2,,,,,717,,,,,,,,,10539,,,,,,,14,11,,,,,,,,,2135,,,,12,12,4,,,,6194,9905,8949,2128,607,70,12,1531,4327,,2,,7238,4,1186,,,,,,,,,,9,,,,,,,,,,,,,,,,2,,,2,,,,,2,,,,,,9,3,,,27,6,,,,,,,,,,,,,,,13,,,,2,6,,6,,,,1053,,,,,,,,,,,,,4,,17,5,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,2308,,,,,19,2943,,,,5,,,,4,14144,79,2971,,,104,51,60,,3782,,80,,,3,,155,,2,,5,,2,11,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,11,,,2,,,,,14,,,17,,,,,,,,23,4,,,,,,,,,,,2,,4584,76,58,98,2,67,9,43,,,,,,,,16,2,,,17,,,,,67,48,64,141,42,8,24,50,7972,4,8,29,714,49,,,,,,,,6,,,3,,,,2,,,,,,,,,,,,,,,,,,,,1878,,2,,,,,,2,,5,6,5617,133,202,11,2,19,2,20,13,8,14,,,2,,93,7,64,12,2566,244,119,112,4,,,4,2,,,87,4,487,932,7,10,15,2,8,,124,,12,46,8526,15,,68,6,32,3897,81,129,,,,,,,,,,,,,4,24,,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,3,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,4,3,,,,,,
T2a,2,,,,4,,12,8,,,2,,,,,,,,,,,,31,,6,10,8,,,,,,,,10,2,150,10,1511,1200,2461,,,8,10,17,,,,,,,,4,9,3,2,4,,370,,,16,,,7670,47,2693,313,270,2484,47,11,33472,121,,,,669,15,,,,,145,3,348,580,29,,,134,,,4,70,,,11,,2,,7,643,,,,,,,,55,5,,,,105,,214,23,,,206,8995,225,21,10415,747,21256,22,254,,,,7224,412,498,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,16210,15755,3,148,,,,,,,,,,,,2,,9,,235,,,,23,4,61,7869,,,,139,,,,,,5,78,,21,,16,452,1038,,1466,6416,,,,245,,,,,65,,,,,,,270,76,,,,,,,2,77,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,58,,243,,,399,3964,,,,1448,,,,,56,130,11088,,17,331,125,,,1043,1255,7,,,10,,25,,2,,6,2,2,14,,,,,3,,,42,,,,,7,,,2,,2,,,9,,8,,,,,11,,,,,,,,,,2,,,,,,,,,,,,36,,,,,7,,10,,79,,,,,,,,,2,14,,,,,,,,,26,,,,3519,502,64,6,13,100,28,18,,,,4,,,17,14,,2,8,6,,,,,61,46,80,12,150,12,372,77,73,33,,2,7,203,,2,,238,326,30,23,,6,,,5,,23,2,,,,,,,,2,,4,,,,,,,,,11,23,,,,,,,,,4,18,,152,1103,382,,2,2,,2,,,,,,,,152,17,11,4659,237,766,111,1545,,4,10,2,3,98,559,113,392,690,17,4,81,2316,30,9,,13,30,12,37,78,27,,4,803,1890,7639,2444,1375,,,,,,,,,,,,,301,4,31,158,3698,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,14,21,,,,,,,,,,,,5,,,,,,8,,2,,,,,,,,,,,,,,,,,,,,6,,,,4,2,,,,6,,,,,,156,,,,2,,
T3,,,,,,35,11,20,,,899,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,19690,2432,84,106,32,57,1452,9,17554,98,,,,7033,2,,,,,166,,498,59,7,,,2,,,,6,,,,,,,,117,,,,,,,,,,,,,,,4,,,,55,8235,5197,274,2610,1308,38,2,94,,,,217,2,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,36,32,,16041,,,,,,,,,,,,,,,,730,,,,,6,,14,,,,99,,,,,,,2,,,,,2,209,,40,6,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,3,,,8,771,,,,38,,,,,135,6391,22658,,,128,57,,,814,6,,,,10,,4,,,,16,,,13,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,20,,,,,,,,4,,2,,2,,,,,,,,,,,,,,,,,,,,,132,,58,6,,99,,19,,,,,,,,18,,,,2,,,,,193,147,75,6878,187,18,2421,86,4585,887,6,8,10,16,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447,441,141,,,7,6,,,5,,,,,,46,2,18,14,5784,4824,338,5052,,,,,,3,2,228,,9,6,2,2,45,2,,,7,,4,28,358,4,,6,,,2951,89,254,,,,,,,,,,,,,2,9,,2080,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,223,,,,,,
T4a,,,,,,11,41,4062,,,,,,,,4122,4701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281,2726,541,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7959,14,46,,,,,,2,2,,,,,,,11,22,22,1892,66,223,,,6,863,,,,2,350,,37,,,,,2,2,,,,,4,2,932,736,,,25,,61,,,52,,,3,19833,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,2,,,,,,,,,,189,52,847,,,12,105,2784,347,352,,,,,,2,,,,,,,,,6,,7,39,6,,2,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,6182,436,442,304,556,4,4,,15,,,1812,2,,2,2,2,,1352,13,,,,,,,,,,,,,,,,,,,,4,2206,62,4832,7747,17,4,25,13,420,1327,4336,,,27,408,504,773,492,769,,348,2,7124,4344,2715,100,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
