from type -> to type,connections,synapses
LLPt -> cM07,8,20
Dm9 -> C3,10,20
MLt6 -> LTe76,7,20
T3 -> MTe44,7,20
Sm02 -> Dm9,7,20
L1 -> Sm01,4,20
Li13 -> LC16,9,20
Li01 -> Tm35,9,20
Sm10 -> Sm03,9,20
Tm27 -> LLPC1,9,20
Lawf1 -> TmY15,9,20
MLt1 -> MTe39,8,20
Pm04 -> MTe39,7,20
Sm34 -> Sm41,4,20
Dm20 -> Dm3p,8,20
Li03 -> LT58,8,20
Tm25 -> MeTu4a,9,20
TmY10 -> LTe31,8,20
T1 -> TmY3,8,20
Li26 -> LCe07,7,20
Li26 -> LMt4,7,20
Li06 -> Li33,7,20
T5a -> Tm3,8,20
C2 -> MLt3,9,20
Sm42 -> 5-HTPMPV03,2,20
Sm42 -> MTe41,1,20
Tm36 -> Li05,10,20
Y11 -> LPT42_Nod4,8,20
Sm08 -> Dm4,7,20
Tlp5 -> Y11,9,20
Tm5b -> Tm8b,8,20
Tm5c -> LLPC4,9,20
MLt7 -> MTe05,8,20
Li12 -> LTe41,6,20
Sm01 -> Tm5a,9,20
Tm2 -> MLt4,5,20
Tm16 -> cL13,8,20
Li03 -> LC14a1,6,20
LMt2 -> Pm14,9,20
Tm34 -> Li33,9,20
Tm21 -> LC14b,9,20
Tm20 -> Tm2,8,20
Tm9 -> Tm16,9,20
TmY11 -> LC13,9,20
Tm5d -> Tm35,6,20
Dm15 -> MTe43,10,20
L2 -> MLt1,7,20
TmY31 -> LTe47,6,20
T3 -> C3,6,20
Li13 -> LC25,8,20
TmY15 -> Tm5c,10,20
uncertain -> MLt6,8,20
uncertain -> MTe18,4,20
TmY10 -> LCe01b,8,20
TmY10 -> cM08a,8,20
TmY10 -> LCe06,8,20
TmY10 -> Sm12,9,20
Li08 -> LPLC4,10,20
Pm05 -> Y12,9,20
Pm10 -> TmY11,9,20
Pm10 -> Y1,10,20
Sm12 -> Sm03,10,20
Mi10 -> Sm11,9,20
Pm10 -> cM16,8,20
LMa4 -> Tm5b,9,20
L5 -> Dm19,9,20
Tm4 -> LC28a,9,20
T2 -> T5a,9,20
LMa1 -> cM07,8,20
TmY3 -> Tm1,10,20
Tm8a -> MTe01a,8,20
LPi06 -> Y12,10,20
Tm8a -> LC21,5,20
Tm7 -> cLLP02,7,20
Mi15 -> MTe26,9,20
Dm15 -> TmY10,9,20
LMa2 -> Pm12,7,20
Tm20 -> LTe25,4,20
T5a -> LPi05,8,20
Mi14 -> L4,10,20
Mi9 -> Sm42,6,20
Li16 -> Li21,10,20
Y12 -> Tm4,10,20
Dm9 -> aMe6a,4,20
Sm06 -> MLt8,8,20
Sm37 -> MeMe_e02,4,20
Mi10 -> Tm2,4,20
Tm16 -> MLt2,9,20
Tm32 -> Li31,7,20
Tm32 -> LT58,6,20
TmY3 -> C3,10,20
Li26 -> cL09,3,20
Mi14 -> Dm6,9,20
Tm16 -> MTe46,9,20
Sm21 -> Dm2,10,20
LMt4 -> Mi13,10,20
Tm5e -> LC39,9,20
TmY5a -> LTe05,9,20
Sm30 -> OA-ASM1,9,20
TmY10 -> MTe42,8,20
T4d -> Tm3,8,20
Li12 -> LTe14,7,20
Dm12 -> Tm5c,10,20
Tm35 -> Sm31,10,20
Sm12 -> Sm06,9,20
Lawf2 -> TmY14,6,20
MLt7 -> MLt8,8,20
Tm36 -> MTe34,8,20
LMt3 -> T2a,7,20
T4b -> Y1,8,20
LLPt -> OA-AL2b1,6,20
LMt3 -> LLPt,6,20
LMt1 -> Pm09,9,20
TmY9q -> LC27,8,20
Tm32 -> LTe33,7,20
TmY3 -> Y11,10,20
Li12 -> LT81,7,20
LPi08 -> LPT50,4,20
T2a -> Lawf1,6,20
LMt4 -> MTe44,3,20
MLt1 -> MTe09,8,20
uncertain -> LT72,3,20
TmY5a -> Pm13,9,20
Dm8a -> TmY4,10,20
Pm10 -> MLt5,8,20
Li18 -> Li28,7,20
Dm16 -> Dm14,9,20
L5 -> L4,6,20
Tm8a -> LTe14,6,20
MLt8 -> LT69,6,20
Sm41 -> Sm36,3,20
Sm41 -> MTe52,3,20
Sm41 -> MTe40,1,20
Sm41 -> MeMe_e04,2,20
uncertain -> aMe13,4,20
LLPt -> LT65,8,20
Li27 -> Tm37,8,20
Li27 -> LT79,2,20
Tm25 -> LC24,8,20
Dm20 -> Tm5c,10,20
Y3 -> LTe07,7,20
Li06 -> LC6,10,20
Tm16 -> LT57,9,20
MLt6 -> LTe47,5,20
LPi13 -> VS3,1,20
TmY4 -> Li12,3,20
Li15 -> DNp11,3,20
Dm3q -> Sm35,9,20
Tm5d -> Li06,8,20
Tm5a -> Tm5c,6,20
Tm7 -> Sm36,9,20
Tm8b -> Li30,6,20
Pm10 -> Tm25,10,20
MLt5 -> Lawf2,8,20
TmY11 -> Sm08,4,20
Dm10 -> Dm4,10,20
LMa2 -> LC25,8,20
Tm16 -> LMa2,6,20
Tm5b -> LC43,3,20
Dm16 -> MLt3,10,20
Sm40 -> Dm2,9,20
Sm40 -> Tm31,8,20
T5a -> LMa3,4,20
Sm04 -> Tm8a,9,20
Dm20 -> Tm8b,8,20
TmY3 -> T2a,8,20
Dm14 -> Tm3,9,20
Tm20 -> LT69,5,20
Pm14 -> PDt,6,20
uncertain -> Sm19,7,20
Pm14 -> Tlp1,5,20
Li13 -> LTe44,3,20
LPi11 -> LPT49,3,20
Sm36 -> MLt6,10,20
Li04 -> Li05,9,20
Tm8a -> Y11,8,20
CT1 -> LC17,5,20
Li28 -> LT77,5,20
Li33 -> MeTu4a,5,20
Li33 -> LT60,1,20
Am1 -> OA-AL2i1,1,20
Sm33 -> Sm18,3,20
Tm5b -> TmY3,6,20
Mi14 -> L3,5,20
Li31 -> Li29,1,20
Li31 -> LCe05,5,20
Li32 -> LT78,3,20
Li32 -> LPLC1,10,20
MTe04 -> Sm41,6,20
LPLC1 -> Li21,9,20
LPLC1 -> Tlp1,6,20
LC11 -> Tm21,10,20
LC9 -> LT78,5,20
LC39 -> Tm32,8,20
cLP03 -> LPT49,6,20
LC21 -> Tm35,8,20
LC14b -> LPLC4,8,20
LC14b -> LT53,5,20
LC20a -> LCe01b,8,20
LC28a -> Tm7,7,20
LC14b -> LT84,6,20
LC18 -> LC13,9,20
LC13 -> LC9,8,20
LLPC2 -> LPi10,9,20
MeTu4c -> LC39,6,20
LC24 -> LC10a,8,20
LPLC4 -> PLP249,4,20
LPLC4 -> LC46,8,20
LPLC4 -> LC22,7,20
LC14a1 -> Li10,7,20
MTe05 -> aMe26,9,20
MeTu3c -> Sm31,8,20
MeTu4a -> LTe25,5,20
LC27 -> LT68,6,20
MTe02 -> Pm14,5,20
MeTu4d -> TmY10,9,20
aMe17a1 -> MTe51,7,20
aMe17a1 -> MeTu1,7,20
MeTu3c -> MTe01b,7,20
LC24 -> cM10,7,20
LC14b -> LTe42b,5,20
LC18 -> LC31a,8,20
MTe01a -> Sm15,10,20
MeTu4a -> LCe06,6,20
LC25 -> LC9,10,20
LC37a -> LT72,3,20
aMe25 -> LC33a,1,20
aMe25 -> aMe20,1,20
LPLC1 -> T2a,10,20
LPLC1 -> Li31,9,20
LT52 -> LT53,7,20
LT52 -> LC28a,10,20
LC20b -> LTe21,7,20
LC20b -> LC9,9,20
MeTu3c -> Sm08,8,20
LT57 -> Li31,6,20
MeTu4a -> LC10f,6,20
cM05 -> MLt5,7,20
cM05 -> T2,8,20
cM05 -> uncertain,4,20
cL21 -> cL21,2,20
cL21 -> T5b,9,20
H1 -> LPT51,1,20
VS2 -> LLPC3,7,20
LPT57 -> LPi02,8,20
LLPC1 -> cML01,4,20
LLPC1 -> LC14b,9,20
LT61a -> cL21,2,20
LT57 -> LT57,5,20
LCe06 -> LPLC4,7,20
MeMe_e02 -> MTe01a,9,20
LC4 -> T2,10,20
LT61b -> Li24,5,20
LCe01a -> Tm32,8,20
LTe03 -> Tm5e,8,20
LC14a2 -> Li18,5,20
MeTu4c -> LC28a,9,20
LT36 -> TmY9q⊥,9,20
cM08c -> aMe8,3,20
cM08c -> MLt1,7,20
OA-AL2i3 -> Sm39,2,20
OA-AL2i3 -> MLt3,9,20
LT59 -> LC33a,2,20
LT40 -> LT60,1,20
HSN -> TmY20,8,20
CB0734 -> LPT51,1,20
MTe09 -> aMe17b,2,20
cM18 -> MTe04,5,20
MTe23 -> aMe1,1,20
MeLp2 -> LMa5,6,20
cLLP02 -> LC13,9,20
LT1a -> LC17,10,20
LC22 -> LTe64,5,20
LC9 -> LTe49c,4,20
LT52 -> LT67,4,20
5-HTPMPV03 -> Mi4,7,20
5-HTPMPV03 -> Sm32,3,20
MeMe_e09 -> Sm40,3,20
MeTu3c -> MTe06,8,20
LC33a -> LTe37,2,20
LPT50 -> LPTe01,8,20
cLLPM01 -> LMa5,4,20
LC25 -> LC20b,9,20
mALC5 -> LC22,5,20
mALC5 -> cL05,1,20
LCe03 -> CB0472,7,20
MTe26 -> Mi15,1,20
cM02a -> Sm21,6,20
cM02a -> Lat,3,20
LTe30 -> cM09,3,20
cM07 -> Tm25,10,20
cM07 -> OA-AL2b2,3,20
cL18 -> LLPt,8,20
cL18 -> LC17,9,20
cL20 -> LC10d,7,20
cL20 -> DNp31,1,20
cL20 -> LC39,3,20
cL20 -> Tm5c,8,20
LPT52 -> PLP150a,1,20
LPT52 -> DNp31,1,20
LT87 -> uncertain,1,20
LC14a1 -> LT87,7,20
LT56 -> LPT45_dCal1,1,20
LT41 -> LT51,5,20
LT41 -> cL02a,1,20
LT69 -> Li10,6,20
mALD2 -> LTe30,1,20
CB0143 -> MTe43,1,20
MeMe_e05 -> aMe5,5,20
cM16 -> Tm8b,8,20
cM16 -> TmY11,6,20
cM16 -> CB0816,2,20
LC35 -> LMt1,5,20
LT53 -> LT86,4,20
LLPC1 -> DNp31,2,20
LT38 -> LTe49f,4,20
LC46 -> LC19,7,20
OA-AL2i1 -> MeMe_e08,6,20
OA-AL2i1 -> Pm13,1,20
mALD1 -> LTe43,3,20
mALD1 -> OA-AL2b1,2,20
mALD1 -> Tm37,5,20
mALD1 -> LT73,1,20
MeMe_e03 -> cM12,2,20
PLP023 -> LT82a,1,20
LTe73 -> PLP252,1,20
LT37 -> Tm7,7,20
MTe47 -> MeMe_e07,5,20
cL15 -> LTe16,1,20
LT39 -> Tm5d,9,20
MTe42 -> aMe17c,1,20
uncertain -> aMe22,1,20
LC13 -> LT39,4,20
cL14 -> Li27,2,20
cL14 -> Li11,8,20
MTe30 -> uncertain,1,20
OA-ASM1 -> MeMe_e07,8,20
cL04 -> LTe38b,4,20
cL04 -> LTe35,2,20
LTe41 -> Tm31,6,20
LT84 -> LT78,2,20
LT84 -> LT77,2,20
LT84 -> LC36,2,20
LT84 -> Li24,2,20
OA-AL2b2 -> L4,8,20
OA-AL2b2 -> Dm14,8,20
MeMe_e09 -> Pm05,6,20
MTe14 -> TmY5a,10,20
aMe17a2 -> TmY14,7,20
aMe17a2 -> aMe4,4,20
aMe17a2 -> Sm38,2,20
MTe28 -> Pm13,1,20
LPT48_vCal3 -> LPi10,7,20
cM17 -> aMe5,7,20
cM17 -> Sm09,6,20
cM17 -> MTe28,1,20
VS6 -> T5d,9,20
cL22c -> LC10a,8,20
cL22c -> TmY20,1,20
cML02 -> Li14,3,20
MeMe_e05 -> Sm12,7,20
cM14 -> MTe45,1,20
cL08 -> T2,8,20
cM15 -> L1,8,20
LPT22 -> LPi15,1,20
LT58 -> TmY10,8,20
LT58 -> Pm14,2,20
LT43 -> LC10c,8,20
LT43 -> LTe25,2,20
LT43 -> LTe32,3,20
LT43 -> PLP251,2,20
LCe07 -> LPLC4,2,20
LPT26 -> LPi06,4,20
LT55 -> Li12,4,20
cLLPM02 -> LC10d,7,20
H2 -> LPi14,2,20
cL06 -> TmY31,8,20
LT72 -> PLP252,1,20
LT72 -> CB0734,1,20
LT86 -> cL13,1,20
cM13 -> MTe17,2,20
LTe19 -> LPLC4,6,20
DCH -> LPi09,8,20
DCH -> LPT23,3,20
LT65 -> LTe36,1,20
cMLLP01 -> TmY16,8,20
cMLLP01 -> Pm05,7,20
cL05 -> LT52,6,20
TmY20 -> Li04,8,19
TmY4 -> MTe53,8,19
Y12 -> MTe39,8,19
TmY11 -> LC22,8,19
TmY31 -> LTe18,6,19
Tm20 -> Dm20,9,19
Tm20 -> LC27,8,19
TmY9q -> DCH,6,19
Tm35 -> Li05,9,19
Mi15 -> MLt6,6,19
TmY31 -> Li12,8,19
Li21 -> LT61b,8,19
uncertain -> LTe55,4,19
TmY5a -> LC12,9,19
Tm4 -> Tm34,9,19
Li02 -> LTe57,7,19
Y4 -> cL09,4,19
LMa3 -> TmY4,9,19
Tm4 -> Sm11,8,19
Li24 -> Tm5f,9,19
Li24 -> Li09,6,19
Li10 -> cM08a,8,19
Li19 -> LT61a,2,19
Li19 -> LC4,7,19
Tm16 -> LPLC1,8,19
Pm13 -> Tm8a,8,19
Li11 -> Li27,8,19
TmY9q⊥ -> Li23,8,19
MLt4 -> Li01,9,19
Sm02 -> Tm8a,9,19
T3 -> Mi9,7,19
Li08 -> LC37a,9,19
Tm7 -> LT53,8,19
Sm09 -> MeTu4c,8,19
Tm37 -> LC10d,6,19
TmY11 -> Dm16,9,19
Lawf1 -> Tm5e,8,19
Tm5c -> Dm8b,9,19
Dm2 -> CB0592,9,19
Dm8a -> aMe5,8,19
Tm36 -> Sm04,9,19
Sm31 -> MTe32,7,19
TmY11 -> LC15,7,19
TmY11 -> LPT49,8,19
Sm15 -> Sm21,9,19
uncertain -> L5,7,19
uncertain -> MLt7,8,19
Pm01 -> C3,7,19
Y12 -> LPT31,8,19
Li05 -> LMt2,6,19
Mi10 -> TmY31,8,19
Tm31 -> Sm09,7,19
LPi02 -> Tm27,9,19
Tm33 -> Tm34,9,19
MLt5 -> MTe01a,8,19
Pm01 -> TmY15,9,19
TmY31 -> LC44,7,19
TmY9q -> Li11,9,19
Sm07 -> Tm37,8,19
Li25 -> Li31,2,19
MLt4 -> Pm09,9,19
Tm5e -> MTe32,9,19
TmY5a -> LMt4,8,19
TmY9q -> Li29,7,19
TmY31 -> Pm02,9,19
MLt1 -> Pm04,6,19
MLt1 -> LTe38a,6,19
L4 -> TmY15,7,19
TmY15 -> OA-AL2i1,8,19
TmY10 -> MTe08,8,19
LPi10 -> TmY9q⊥,9,19
TmY3 -> Li21,9,19
Sm08 -> Sm41,9,19
Tm8a -> Pm14,7,19
Tm3 -> Pm14,9,19
Y3 -> LT64,6,19
Sm02 -> Sm09,9,19
uncertain -> TmY16,7,19
Tm5f -> Mi13,3,19
TmY10 -> OA-AL2i3,9,19
Tm16 -> LTe48,7,19
Tm5a -> Tm31,8,19
Sm19 -> uncertain,7,19
Mi4 -> cM07,8,19
Sm42 -> MeMe_e01,3,19
Sm42 -> Tm8b,8,19
Sm42 -> MTe47,2,19
Sm42 -> Mi14,7,19
Sm42 -> MTe34,1,19
Y3 -> Tm32,8,19
Sm07 -> Sm20,7,19
Tm9 -> TmY3,4,19
Tm36 -> Tm16,9,19
Tm8b -> MTe27,8,19
Tm8b -> LTe09,7,19
TmY20 -> LPi05,9,19
Sm08 -> Sm03,9,19
Sm19 -> MTe02,6,19
Sm10 -> MTe15,8,19
Tm35 -> Li06,8,19
Tm25 -> Tm27,7,19
TmY4 -> LLPC3,9,19
Lawf1 -> Tm4,6,19
Li10 -> TmY9q⊥,9,19
Li12 -> cM07,8,19
Li12 -> Li06,7,19
TmY3 -> LT80,6,19
Tm5a -> Sm24,7,19
LMa4 -> Sm42,5,19
Li05 -> LT38,8,19
TmY10 -> TmY16,8,19
Tm5f -> LTe31,8,19
Y3 -> LT58,6,19
LMt3 -> LPLC1,8,19
TmY15 -> LTe21,8,19
Li10 -> LTe25,5,19
LPi07 -> Y3,6,19
Tm33 -> LMa5,8,19
Tm1 -> Y11,5,19
TmY10 -> MLt1,7,19
TmY10 -> LTe49a,8,19
Tm8b -> LTe42a,7,19
Tm8b -> LC37a,8,19
Dm1 -> Dm16,9,19
Tm5b -> LC29,6,19
Tm5b -> Li31,7,19
Tm5b -> Li32,9,19
TmY16 -> T2,8,19
TmY5a -> cL07,9,19
Tm35 -> Li02,6,19
Li08 -> Li29,8,19
Li08 -> TmY9q,6,19
Sm32 -> Tm7,8,19
Mi15 -> Sm17,9,19
Sm25 -> MeTu3b,7,19
Sm25 -> Sm04,8,19
Tm5d -> LC13,7,19
Li06 -> LPLC4,9,19
Sm19 -> DmDRA2,6,19
Sm19 -> Sm27,8,19
TmY9q⊥ -> LC17,6,19
L3 -> TmY11,6,19
Tm35 -> cL16,8,19
Li02 -> LC26,7,19
Tm5e -> LC29,9,19
Tm4 -> OA-AL2i1,9,19
Sm08 -> aMe26,9,19
Y11 -> LPT49,9,19
Tm5c -> Dm3p,8,19
Tm5c -> Li26,9,19
Y11 -> TmY9q⊥,9,19
LLPt -> LPLC2,8,19
Li17 -> Li12,8,19
T2 -> Li05,7,19
TmY3 -> Sm32,9,19
Y11 -> VS8,7,19
L2 -> Dm3q,6,19
TmY31 -> MeTu4a,5,19
LPi02 -> T4a,9,19
C2 -> Lawf1,7,19
Sm07 -> MTe24,6,19
Sm37 -> Tm35,5,19
Y11 -> LPT50,8,19
Tm21 -> Tm25,8,19
PDt -> Dm16,8,19
TmY10 -> LTe43,9,19
Tm2 -> Li15,7,19
TmY3 -> C2,7,19
Li17 -> uncertain,7,19
MLt4 -> Li08,9,19
Li06 -> Li09,8,19
TmY9q -> LT78,8,19
LLPt -> cL10,5,19
Sm30 -> Dm20,7,19
TmY9q -> LC28a,5,19
Li12 -> LTe04,6,19
Dm8b -> Sm27,6,19
Dm1 -> Mi15,7,19
Pm11 -> Tm25,8,19
Tm3 -> Pm13,4,19
PDt -> Dm14,7,19
PDt -> LMa5,8,19
Tm36 -> Tm5b,9,19
TmY4 -> Li06,8,19
LMt3 -> Li10,7,19
Sm07 -> aMe4,9,19
Tm21 -> Lawf2,9,19
Tm8b -> LC24,7,19
uncertain -> LC20b,8,19
Sm01 -> Mi4,5,19
LMa1 -> Li06,7,19
Tlp5 -> LMa2,5,19
Tm5e -> Li08,9,19
Mi1 -> Tm5d,8,19
Tm7 -> Sm05,9,19
Sm07 -> MTe46,9,19
Tm8a -> Li32,8,19
Y3 -> LT53,8,19
LPi04 -> Tm27,8,19
Tm2 -> Tm36,8,19
Sm32 -> Tm8b,9,19
Tm37 -> Tlp1,8,19
Y11 -> Nod3,5,19
TmY5a -> Li08,6,19
Sm09 -> Sm19,8,19
Li20 -> LT33,3,19
Tm25 -> Lawf2,9,19
Sm41 -> Tm25,9,19
TmY11 -> LC37a,8,19
Sm07 -> MTe36,6,19
Li27 -> LC29,8,19
Li27 -> TmY5a,9,19
Li27 -> Li02,8,19
Li27 -> LC22,8,19
Li27 -> uncertain,6,19
Dm12 -> TmY10,7,19
TmY5a -> Tm5a,8,19
Sm12 -> MeMe_e02,9,19
TmY31 -> Tm27,8,19
Tm5e -> LC31b,9,19
Dm12 -> Tm7,6,19
TmY3 -> Tm5c,8,19
LPi13 -> T5a,9,19
Tm5e -> LTe38c,7,19
TmY31 -> LTe53,7,19
Sm38 -> Sm15,8,19
Tm8a -> LTe52,6,19
LMt2 -> LC28a,9,19
Sm33 -> MeTu3b,6,19
Tm27 -> Lawf1,9,19
Sm27 -> MLt6,7,19
Sm28 -> Sm10,9,19
TmY11 -> Sm06,2,19
Mi14 -> MLt1,9,19
Tm5b -> LC19,6,19
Tm5e -> Li30,5,19
Tm5e -> LPT29,9,19
Tm8b -> LC31b,5,19
Tm8b -> uncertain,6,19
Sm40 -> MTe40,2,19
Sm40 -> Sm20,8,19
Sm40 -> T2,8,19
Tm5e -> Li32,4,19
T2 -> T4c,6,19
Pm14 -> T3,9,19
Lawf2 -> Pm05,8,19
Pm14 -> TmY20,7,19
Pm14 -> Tm20,8,19
Tm8b -> LC10c,5,19
Tm20 -> Pm09,4,19
TmY9q⊥ -> LCe08,8,19
LMa2 -> MTe53,5,19
Li28 -> TmY5a,8,19
Li28 -> LT82a,2,19
Li28 -> Li32,2,19
Li33 -> LCe01b,8,19
Li33 -> cM09,3,19
Li33 -> LTe38b,2,19
Li33 -> Li19,2,19
Li33 -> Li31,1,19
Li12 -> LC31a,6,19
Li13 -> TmY10,6,19
Dm18 -> L2,2,19
Am1 -> Pm11,7,19
LPi12 -> LPT26,1,19
LMa1 -> T5c,9,19
LPi15 -> VS3,1,19
LPi15 -> VS2,1,19
Sm21 -> Li11,4,19
Li32 -> Tm36,9,19
Li32 -> Li19,2,19
LC44 -> uncertain,2,19
LC4 -> Li21,9,19
LPLC1 -> Tlp4,8,19
LTe31 -> LC37a,2,19
LTe58 -> LTe75,3,19
cM12 -> MLt7,3,19
PLP249 -> LPT23,2,19
LC20a -> LTe05,5,19
LC20a -> LT85,6,19
LC20a -> LTe68,8,19
MTe01b -> Tm5c,8,19
MeLp1 -> cMLLP01,2,19
MeLp1 -> LPT26,2,19
cLP01 -> T4c,8,19
LC40 -> Li03,8,19
LPT31 -> uncertain,3,19
LC15 -> Li27,8,19
LPLC2 -> LPi14,8,19
LC10d -> Li02,9,19
LC22 -> LT66,7,19
LC24 -> LT64,5,19
LC24 -> Li24,7,19
LC14a1 -> TmY20,7,19
LC14a1 -> LT83,4,19
cM04 -> DN1-l,3,19
cLP03 -> LPi15,5,19
aMe17a1 -> aMe12,4,19
aMe17a1 -> aMe17b,2,19
aMe17a1 -> MeTu3c,7,19
aMe17a1 -> Sm31,5,19
LTe45 -> LTe73,1,19
LPLC4 -> LTe13,8,19
LC11 -> LT41,7,19
LPC2 -> LPi06,7,19
LPLC4 -> LC39,7,19
LPLC4 -> Li17,4,19
MeTu4a -> LC40,6,19
LC25 -> LPLC4,8,19
LC37a -> Li30,6,19
MTe51 -> LCe05,3,19
aMe25 -> LT43,2,19
LPLC1 -> Am1,8,19
LPT23 -> LPT22,3,19
OA-AL2i4 -> TmY31,9,19
OA-AL2i4 -> Sm13,8,19
LC20b -> LC21,8,19
MTe02 -> MTe33,7,19
LC9 -> Li33,3,19
MeMe_e08 -> Sm05,8,19
MeMe_e08 -> Lawf2,8,19
LC4 -> LC12,9,19
LC14a2 -> LTe54,5,19
LPC2 -> LTe63,6,19
LT57 -> LT64,4,19
cM05 -> L4,6,19
cL21 -> LC14b,6,19
LC15 -> LTe24,7,19
VS2 -> VSm,2,19
LC21 -> Tm27,9,19
CB0816 -> Dm12,9,19
CB0816 -> MLt2,7,19
CB0816 -> Dm2,7,19
LCe03 -> LC36,8,19
LT57 -> cL05,4,19
MeTu1 -> Tm31,9,19
LTe43 -> AOTU026,3,19
LC28a -> LLPt,7,19
cLPL01 -> TmY9q⊥,8,19
LPLC2 -> Tlp14,9,19
LHPV2i2a -> cLLPM02,1,19
MeTu3b -> Sm08,8,19
aMe17b -> MTe02,7,19
cL13 -> TmY16,3,19
cML01 -> OA-AL2i2,2,19
cML01 -> T4c,8,19
cML01 -> Pm03,8,19
MTe12 -> LT58,3,19
MTe02 -> Tm16,8,19
LC14a2 -> Li03,4,19
LC14a2 -> LC21,4,19
LC14a2 -> LC31a,4,19
LC14a2 -> Li31,4,19
LPT45_dCal1 -> LPi11,6,19
LT36 -> LC40,7,19
MeMe_e08 -> Pm03,9,19
LT59 -> Li10,8,19
CB0816 -> Tm3,5,19
cM18 -> Lawf1,4,19
MTe01a -> Sm31,9,19
l-LNv -> CB0816,7,19
LLPC2 -> LPLC1,9,19
cLLP02 -> LMa1,8,19
LTe64 -> cL13,1,19
MTe37 -> MeTu4a,6,19
MTe37 -> Sm08,6,19
LC4 -> Li31,7,19
LTe43 -> LT51,4,19
LTe53 -> LAL047,1,19
PLP150a -> uncertain,1,19
LAL047 -> LT51,2,19
LAL047 -> LC35,1,19
cL01 -> LTe16,4,19
s-LNva -> APDN3,2,19
LC10a -> LTe18,7,19
cLP02 -> T4a,8,19
cM06 -> MeMe_e07,3,19
cLP02 -> Tlp4,7,19
LT77 -> LMa2,6,19
OA-AL2i2 -> LC31a,9,19
LCe05 -> LC24,4,19
MTe16 -> MTe05,6,19
cLLPM01 -> Y11,8,19
LC25 -> LC10c,6,19
LC25 -> LC21,7,19
LC20a -> LT68,6,19
mALC5 -> Sm35,3,19
mALC5 -> MTe29,1,19
mALC5 -> MTe44,1,19
mALC5 -> Nod2,1,19
MTe26 -> MTe17,2,19
cM03 -> MTe28,3,19
LTe30 -> uncertain,2,19
cM07 -> LMa5,6,19
cM07 -> LC16,8,19
cM07 -> Tm1,9,19
cM07 -> Dm15,8,19
LC45 -> LC28a,6,19
cL18 -> LT42,2,19
cL18 -> LC12,9,19
LPT52 -> CB0734,1,19
LC37a -> LTe24,2,19
LT56 -> Y4,8,19
LT56 -> LC13,7,19
LT41 -> LT57,1,19
mALD2 -> LTe36,1,19
cM16 -> MTe01a,7,19
LT63 -> Li01,9,19
LT63 -> LTe42a,2,19
cL18 -> LT78,4,19
LT53 -> cL13,2,19
LC28a -> LC29,7,19
LPT58 -> DCH,1,19
cM08b -> l-LNv,4,19
LT38 -> LT52,5,19
LT38 -> LCe06,3,19
cL01 -> LTe69,3,19
PLP023 -> LTe17,1,19
LT37 -> Li05,8,19
LT37 -> LC9,5,19
LT37 -> LC41,4,19
LT37 -> LC6,5,19
LT37 -> LTe38c,2,19
MTe47 -> cMLLP01,3,19
MTe47 -> Pm14,3,19
MTe47 -> Tm25,8,19
MTe47 -> AVLP151,3,19
aMe24 -> aMe19a,1,19
cL15 -> cLP03,2,19
cL15 -> LT52,4,19
aMe19b -> uncertain,3,19
aMe19b -> LTe71,1,19
aMe19b -> Sm10,8,19
LT39 -> Tm8a,8,19
MeMe_e04 -> MeTu4c,6,19
cM03 -> Sm09,9,19
MTe22 -> aMe12,2,19
LT80 -> LMa4,6,19
MTe30 -> Sm36,3,19
DNpe053 -> OA-AL2i4,1,19
DNpe053 -> AVLP593,1,19
LPT54 -> LPi08,6,19
LC9 -> LC22,6,19
vCal1 -> uncertain,2,19
LT84 -> Li09,3,19
LTe35 -> Tm31,4,19
cLP02 -> TmY31,9,19
OA-AL2b2 -> Sm39,4,19
cMLLP02 -> LPT26,2,19
LC46 -> cL13,1,19
cM08a -> Tm33,7,19
CB0592 -> T3,9,19
CB0592 -> TmY14,9,19
MTe54 -> Tm36,8,19
LPT48_vCal3 -> Tlp14,8,19
cM17 -> Sm03,6,19
cM17 -> OA-AL2i4,1,19
LTe01 -> PLP032,2,19
cM09 -> LMa1,7,19
cM09 -> Li05,5,19
LTe59 -> Li10,6,19
LTe57 -> PLP239,1,19
VCH -> Tm2,8,19
cM15 -> Dm8b,8,19
cM15 -> Mi2,8,19
LPT22 -> Y3,6,19
LPT22 -> LPi05,5,19
LT58 -> LTe26,1,19
LTe17 -> LC10d,7,19
LTe52 -> PLP051,1,19
HSS -> cLP03,3,19
LT85 -> PLP239,1,19
LTe06 -> cM08c,3,19
cL22b -> LC33a,3,19
cL22b -> PLP051,1,19
cL22b -> Li33,1,19
cL22b -> LTe24,1,19
cLLPM02 -> LMa1,4,19
LTe64 -> LC6,6,19
aMe26 -> Sm08,8,19
aMe26 -> cL04,3,19
MTe44 -> PLP150a,1,19
MeLp2 -> LPT47_vCal2,1,19
CB0592 -> Sm03,8,19
MTe32 -> LC44,2,19
MTe18 -> MTe27,1,19
VS5 -> LPi14,2,19
DCH -> uncertain,2,19
DCH -> HSN,1,19
mALC3 -> T3,7,19
LTe22 -> Li13,6,19
cL02a -> Li09,5,19
cL02a -> Li05,7,19
LTe20 -> DNp11,1,19
cMLLP01 -> LTe03,2,19
LC28a -> T2a,6,19
LTe44 -> LT52,1,19
PLP163 -> LT78,2,19
aMe19a -> LTe20,1,19
aMe17c -> MeMe_e07,7,19
